发布日期,岗位名称,薪酬low,薪酬high,几薪,工作城市,城市2,城市3,地区,学历,工作年限,公司名称,公司行业,其他方面,链接
2019年12月12日,招聘数据分析工程师（限流行病统计专业）,8,10,12,武汉,,,洪山区,大专及以上,1年以上,金豆医疗数据,轮,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1917624569.shtml
2019年12月12日,招聘数据分析讲师,20,30,14,,,,,统招本科,5年以上,互联网+,互联网+,,https://www.liepin.com/a/17879673.shtml
2019年12月12日,招聘Data Engineer 数据分析工程师,面议,,,上海,,,浦东新区,本科及以上,3年以上,特斯拉汽车（北京）有限公司,互联网电商,全员持股|扁平管理|带薪年假|岗位晋升|定期体检|上市公司|发展空间大|五险一金|绩效奖金,https://www.liepin.com/job/1925224385.shtml
2019年12月12日,招聘大数据分析数据库高级研发工程师 (MJ000002),面议,,,上海,,,,统招本科,3年以上,星环科技,轮,发展空间大|带薪年假|弹性工作|扁平管理|岗位晋升|定期体检|节日礼物|绩效奖金|补充公积金|商业保险,https://www.liepin.com/job/1915338402.shtml
2019年12月12日,招聘高级数据分析师,20,40,12,深圳,,,,本科及以上,5年以上,国内某互联网金融公司（独角兽企业）,互联网移动互联网电子商务，信托担保拍卖典当,,https://www.liepin.com/a/18145743.shtml
2019年12月12日,招聘数据分析,20,40,13,上海,,,,学历不限,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/16849221.shtml
2019年12月12日,招聘数据分析师,12,20,12,上海,,,漕河泾,统招本科,2年以上,上海至数企业发展有限公司,轮,绩效奖金|扁平管理|发展空间大,https://www.liepin.com/job/1914211992.shtml
2019年12月12日,招聘数据分析师,25,35,12,北京,,,,本科及以上,3年以上,计算机软件,计算机软件,,https://www.liepin.com/a/18145207.shtml
2019年12月12日,招聘资深数据分析师,30,50,12,上海,,,,本科及以上,5年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17693477.shtml
2019年12月12日,招聘高级数据分析师,25,40,15,北京,,,,统招本科,3年以上,纽交所上市互联网公司,互联网移动互联网电子商务，计算机软件,,https://www.liepin.com/a/18145001.shtml
2019年12月12日,招聘资深数据分析师,25,40,15,北京,,,,统招本科,3年以上,纽交所上市互联网公司,互联网移动互联网电子商务，计算机软件,,https://www.liepin.com/a/18144979.shtml
2019年12月12日,招聘（外企）电商数据分析师,8,10,12,上海,,,浦东新区,学历不限,经验不限,广州电讯盈科,通信业,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1922624705.shtml
2019年12月12日,招聘（外企）数据分析实习生,4,5,12,上海,,,浦东新区,学历不限,经验不限,广州电讯盈科,通信业,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1922624703.shtml
2019年12月12日,招聘总经办数据分析,5,7,12,成都,,,,本科及以上,1年以上,家具/家电,家具家电,年度旅游|节日礼物,https://www.liepin.com/job/1922044913.shtml
2019年12月12日,招聘数据分析部长,4,8,12,广州,,,黄埔区,大专及以上,1年以上,苏宁云商,互联网电商,500强|公司规模大|优秀员工奖|发展空间大|五险一金|岗位晋升|午餐补助,https://www.liepin.com/job/1918151207.shtml
2019年12月12日,招聘【子公司】大数据分析架构师,20,25,12,三门峡,,,,本科及以上,3年以上,未来国际,互联网电商,带薪年假|交通补助|午餐补助|定期体检|节日礼物|技能培训|五险一金|上市公司|子女福利|弹性工作,https://www.liepin.com/job/1922391093.shtml
2019年12月12日,招聘【子公司】大数据分析专家,10,18,12,三门峡,,,,本科及以上,3年以上,未来国际,互联网电商,带薪年假|交通补助|午餐补助|定期体检|节日礼物|技能培训|五险一金|上市公司|子女福利|弹性工作,https://www.liepin.com/job/1922391019.shtml
2019年12月12日,招聘【子公司】大数据分析架构师,20,25,12,三门峡,,,,本科及以上,3年以上,未来国际,互联网电商,五险一金|午餐补助|年度旅游|节日礼物,https://www.liepin.com/job/1922619339.shtml
2019年12月12日,招聘【子公司】大数据分析专家,10,18,12,三门峡,,,,本科及以上,3年以上,未来国际,互联网电商,五险一金|午餐补助|年度旅游|节日礼物,https://www.liepin.com/job/1922582811.shtml
2019年12月12日,招聘大数据分析工程师（银行项目）,13,22,12,深圳,,,南山区,本科及以上,3年以上,外包服务,外包服务,弹性工作|岗位晋升|五险一金|团队聚餐,https://www.liepin.com/job/1925265581.shtml
2019年12月12日,招聘数据分析,20,30,12,,,,,统招本科,3年以上,某知名大型券商公司,基金证券期货投资，互联网+，计算机软件,,https://www.liepin.com/a/16426929.shtml
2019年12月12日,招聘商品数据分析,8,12,13,杭州,,,,本科及以上,3年以上,森马电商,互联网电商,五险一金|生育补贴|发展空间大|绩效奖金|带薪年假|午餐补助|定期体检|弹性工作|岗位晋升,https://www.liepin.com/job/1912178328.shtml
2019年12月12日,招聘物流数据分析,5,10,12,嘉兴,,,,大专及以上,1年以上,森马电商,互联网电商,岗位晋升|发展空间大|五险一金|定期体检|带薪年假|专业培训|团队氛围好|节日礼物,https://www.liepin.com/job/1915936105.shtml
2019年12月12日,招聘数据分析师,6,10,12,杭州,,,西湖区,本科及以上,3年以上,森马电商,互联网电商,弹性工作|年度旅游|五险一金|全勤奖|定期体检,https://www.liepin.com/job/1914958943.shtml
2019年12月12日,招聘高级数据运营（数据分析师）,10,15,12,广州,,,黄埔区,本科及以上,3年以上,健客网,轮,带薪年假|节日礼物|技能培训|岗位晋升|五险一金|领导好|发展空间大|公司规模大|周末双休,https://www.liepin.com/job/1923723781.shtml
2019年12月12日,招聘数据分析师,6,10,12,上海,,,,本科及以上,经验不限,上海共添市场营销服务股份有限公司,其他行业,,https://www.liepin.com/job/1924175345.shtml
2019年12月12日,招聘高级数据分析师,13,17,12,中山,,,,大专及以上,2年以上,某跨国高科技企业中国管理总部,电子商务，互联网+，计算机硬件网络设备,,https://www.liepin.com/a/18143667.shtml
2019年12月12日,招聘资深数据分析师,20,40,12,杭州,上海,,,大专及以上,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18083471.shtml
2019年12月12日,招聘资深数据分析师,20,40,12,杭州,上海,,,大专及以上,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18083367.shtml
2019年12月12日,招聘数据分析经理,15,25,12,上海,,,城隍庙,本科及以上,5年以上,任拓数据科技（上海）有限公司,互联网电商,节日礼物|五险一金,https://www.liepin.com/job/1925264895.shtml
2019年12月12日,招聘CBU-商业数据分析专家,面议,,,杭州,,,,学历不限,5年以上,阿里巴巴,互联网电商,,https://www.liepin.com/job/1923546397.shtml
2019年12月12日,招聘高级数据分析师,25,50,12,北京,,,,统招本科,2年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17697347.shtml
2019年12月12日,招聘商业数据分析,15,25,12,北京,,,,统招本科,1年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17696747.shtml
2019年12月12日,招聘数据分析,20,30,12,北京,,,,统招本科,2年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17696727.shtml
2019年12月12日,招聘大数据分析（挖掘）工程师,15,20,15,武汉,,,,统招本科,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17670455.shtml
2019年12月12日,招聘大数据分析工程师,10,15,12,西安,,,,统招本科,3年以上,云服务,云服务,,https://www.liepin.com/a/17703059.shtml
2019年12月12日,招聘数据分析专家（供应链产品）,30,40,16,深圳,,,,统招本科,5年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/16839605.shtml
2019年12月12日,招聘数据分析总监/公司副总裁,40,70,13,上海,,,浦东新区,统招本科,5年以上,互联网+,互联网+,,https://www.liepin.com/a/17903867.shtml
2019年12月12日,招聘Quality Engineer-Data analyze质量工程师（数据分析）,面议,,,上海,,,浦东新区,本科及以上,3年以上,特斯拉汽车（北京）有限公司,互联网电商,股票期权|带薪年假|弹性工作|免费班车|技能培训|岗位晋升,https://www.liepin.com/job/1925264085.shtml
2019年12月12日,招聘数据分析经理,16,25,12,广州,,,天河区,本科及以上,3年以上,名特网络,房地产建筑,发展空间大|岗位晋升|定期体检|带薪年假|绩效奖金|通讯津贴|午餐补助|五险一金,https://www.liepin.com/job/1923488477.shtml
2019年12月12日,招聘数据分析,35,40,12,上海,杭州,,,学历不限,1年以上,某知名美妆电商公司,互联网移动互联网电子商务，食品饮料烟酒日化，百货批发零售,,https://www.liepin.com/a/17688717.shtml
2019年12月12日,招聘商品数据分析专员,6,8,12,广州,,,海珠区,大专及以上,1年以上,广州市信和勇邦服饰有限公司,服装纺织,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1921218613.shtml
2019年12月12日,招聘数据分析专员,6,8,12,广州,,,凤阳,大专及以上,1年以上,广州市信和勇邦服饰有限公司,服装纺织,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1920249073.shtml
2019年12月12日,招聘数据分析师,50,70,14,上海,,,,学历不限,1年以上,IT服务/系统集成,服务系统集成,,https://www.liepin.com/a/18141723.shtml
2019年12月12日,招聘数据分析,15,30,15,广州,,,"荔湾区,深圳,上海",统招本科,5年以上,某公司,互联网移动互联网电子商务，计算机软件，服务系统集成,,https://www.liepin.com/a/17775767.shtml
2019年12月13日,招聘数据统计师（精通spss软件）,10,20,12,上海,,,中原,大专及以上,2年以上,微谱化工,石油化工,发展空间大|绩效奖金|技能培训|购房津贴|带薪年假|定期体检|五险一金|年度旅游,https://www.liepin.com/job/1924449309.shtml
2019年12月11日,招聘数据分析师,12,18,15,上海,,,,本科及以上,经验不限,上海助刻科技有限公司,互联网电商,,https://www.liepin.com/job/1925263475.shtml
2019年12月11日,招聘数据分析师,8,12,12,青岛,,,,本科及以上,5年以上,青岛九洲东庆商贸有限公司,未融资,,https://www.liepin.com/job/1923061465.shtml
2019年12月11日,招聘数据分析师,20,40,14,深圳,,,,统招本科,3年以上,深圳小步网络科技有限公司,轮,五险一金|弹性工作|定期体检|员工旅游|绩效奖金|股票期权,https://www.liepin.com/job/1917438907.shtml
2019年12月11日,招聘数据分析师,面议,,,武汉,,,,本科及以上,5年以上,美团点评,战略投资,大平台|发展好,https://www.liepin.com/job/1925263001.shtml
2019年12月11日,招聘数据分析师,25,35,12,上海,,,,统招本科,4年以上,国内某知名科技资讯公司,计算机软件，服务系统集成，计算机硬件网络设备,,https://www.liepin.com/a/18037939.shtml
2019年12月11日,招聘数据分析师（2020应届生）,10,18,12,苏州,,,,统招本科,经验不限,食行生鲜,轮,定期体检|弹性工作|扁平管理|技能培训|岗位晋升|五险一金|领导好|发展空间大,https://www.liepin.com/job/1924845215.shtml
2019年12月11日,招聘数据分析师,6,10,12,金华,,,,本科及以上,2年以上,YOYOSO 韩尚优品,批发零售,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1918449471.shtml
2019年12月11日,招聘高级数据分析师,30,60,16,,,,,统招本科,5年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17815237.shtml
2019年12月11日,招聘数据分析软件行业，大客户BD经理,20,40,12,深圳,,,南山区,大专及以上,3年以上,企业服务软件,企业服务软件,,https://www.liepin.com/a/18140309.shtml
2019年12月11日,招聘体育数据分析师,8,16,12,,,,,本科及以上,3年以上,北京晓数聚传媒科技有限公司,天使轮,年底双薪|股票期权|绩效奖金|扁平管理|优秀员工奖|五险一金|岗位晋升|定期体检,https://www.liepin.com/job/1915789022.shtml
2019年12月11日,招聘BI/业务数据分析专家,18,25,12,西安,,,碑林区,本科及以上,5年以上,饿了么,轮,绩效奖金|带薪年假|午餐补助|定期体检|年度旅游|管理规范|五险一金|团队聚餐,https://www.liepin.com/job/1924758645.shtml
2019年12月11日,招聘数据分析师,15,20,12,上海,,,长宁区,本科及以上,5年以上,北京宣怀教育科技有限公司,教育培训,带薪年假|管理规范|岗位晋升|五险一金|休闲餐点|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1921682165.shtml
2019年12月11日,招聘数据分析主任/经理,10,15,14,广东,,,,本科及以上,5年以上,美的置业集团有限公司,房地产建筑,绩效奖金|带薪年假|午餐补助|定期体检|年度旅游|免费班车|500强|购房津贴|车辆津贴|扁平管理|岗位晋升|五险一金|发展空间大,https://www.liepin.com/job/1911388273.shtml
2019年12月11日,招聘数据分析师/数据运营（现金贷）,12,20,12,广州,,,天河区,本科及以上,3年以上,韩国瓷肌中国区公司,快消品,股票期权|带薪年假|年度旅游|五险一金|团队聚餐|发展空间大|公司规模大|优秀员工奖,https://www.liepin.com/job/1925259831.shtml
2019年12月11日,招聘数据分析主管,6,8,14,南京,,,栖霞区,统招本科,经验不限,计算机软件,计算机软件,绩效奖金|带薪年假|通讯津贴|午餐补助|定期体检|免费班车|五险一金|发展空间大|周末双休,https://www.liepin.com/job/1924908917.shtml
2019年12月11日,招聘商业化数据分析师,25,35,12,上海,,,,本科及以上,5年以上,游戏产业,游戏产业,午餐补助|定期体检|年度旅游|扁平管理|岗位晋升|五险一金|团队聚餐,https://www.liepin.com/job/1924806233.shtml
2019年12月11日,招聘数据分析,20,35,12,上海,,,,本科及以上,2年以上,游戏产业,游戏产业,午餐补助|定期体检|年度旅游|扁平管理|岗位晋升|五险一金|团队聚餐,https://www.liepin.com/job/1924703087.shtml
2019年12月11日,招聘大数据分析经理,20,25,13,深圳,,,,统招本科,5年以上,国内制造业某细分行业龙头企业,家电制造，消费电子,,https://www.liepin.com/a/17842595.shtml
2019年12月11日,招聘大数据分析工程师,10,15,13,西安,,,高新区,学历不限,3年以上,西安某知名科技公司,能源(电力水利)，企业服务软件,,https://www.liepin.com/a/17706095.shtml
2019年12月11日,招聘数据分析技术经理(J15021),10,15,12,北京,,,,本科及以上,4年以上,新能源,新能源,年底双薪|午餐补助|定期体检|免费班车|扁平管理|技能培训|岗位晋升|五险一金|发展空间大|优秀员工奖,https://www.liepin.com/job/1923970751.shtml
2019年12月11日,招聘高级数据分析师,30,42,14,,,,,统招本科,7年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17961063.shtml
2019年12月11日,招聘数据分析师,15,30,12,南京,,,宁南,本科及以上,3年以上,计算机软件,计算机软件,年底双薪|五险一金|发展空间大|公司规模大,https://www.liepin.com/job/1924437675.shtml
2019年12月11日,招聘高级产品运营-数据分析方向,25,50,16,广州,成都,,,统招本科,3年以上,BAT之一,互联网移动互联网电子商务，计算机软件，服务系统集成,,https://www.liepin.com/a/18137391.shtml
2019年12月11日,招聘亚博科技-体育数据分析师,面议,,,杭州,,,,学历不限,3年以上,阿里巴巴,互联网电商,,https://www.liepin.com/job/1921348065.shtml
2019年12月11日,招聘数据分析师,15,30,12,上海,,,,统招本科,5年以上,保险,保险,,https://www.liepin.com/a/17342789.shtml
2019年12月11日,招聘生信工程师-数据分析,10,15,12,北京,,,,统招本科,2年以上,制药/生物工程,制药生物工程,带薪年假|弹性工作|五险一金|定期体检|发展空间大|岗位晋升|绩效奖金,https://www.liepin.com/job/1925168249.shtml
2019年12月11日,招聘数据分析专员,10,15,12,深圳,,,,统招本科,3年以上,深圳市丰巢科技有限公司分支机构,轮,绩效奖金|带薪年假|交通补助|通讯津贴|年度旅游|五险一金,https://www.liepin.com/job/1922836619.shtml
2019年12月11日,招聘BI数据分析产品经理,10,15,12,南京,,,,本科及以上,5年以上,五星电器,批发零售,带薪年假|通讯津贴|午餐补助|五险一金|公司规模大|绩效奖金,https://www.liepin.com/job/1920480599.shtml
2019年12月11日,招聘高级数据分析师,18,30,12,南京,,,鼓楼区,本科及以上,5年以上,五星电器,批发零售,带薪年假|通讯津贴|午餐补助|五险一金|公司规模大|绩效奖金,https://www.liepin.com/job/1923444809.shtml
2019年12月11日,招聘金融数据分析师,8,10,12,杭州,,,,本科及以上,1年以上,银行,银行,五险一金|节日礼物,https://www.liepin.com/job/1923716463.shtml
2019年12月11日,招聘金融数据分析师,6,10,12,杭州,,,萧山区,本科及以上,2年以上,银行,银行,带薪年假|技能培训|五险一金|领导好,https://www.liepin.com/job/1923663959.shtml
2019年12月11日,招聘数据分析师,30,35,12,北京,,,,本科及以上,3年以上,北京葡萄成长科技有限公司,天使轮,领导好,https://www.liepin.com/job/1922372913.shtml
2019年12月11日,招聘数据分析岗,6,8,12,广州,,,天河区,本科及以上,3年以上,保险,保险,五险一金|周末双休|带薪年假|餐饮补贴|年度旅游|管理规范|技能培训|岗位晋升|发展空间大|年终奖金,https://www.liepin.com/job/1923912195.shtml
2019年12月11日,招聘商业数据分析师-华东,20,40,14,上海,,,田林,统招本科,3年以上,Growingio,轮,年底双薪|股票期权|午餐补助|弹性工作|硅谷文化,https://www.liepin.com/job/1925254769.shtml
2019年12月11日,招聘国际数据分析师,面议,,,深圳,,,,统招本科,2年以上,迈瑞医疗,医疗器械,交通补助|通讯津贴|午餐补助|定期体检|五险一金,https://www.liepin.com/job/1925224117.shtml
2019年12月11日,招聘七鲜超市数据分析岗,25,38,14,,,,,大专及以上,经验不限,京东商城,互联网电商,年底双薪|免费班车|扁平管理|五险一金|上市公司|休闲餐点|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1925254203.shtml
2019年12月11日,招聘高级数据分析师,30,60,15,,,,,统招本科,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/13612825.shtml
2019年12月11日,招聘数据分析副经理,15,20,12,西安,,,,学历不限,5年以上,能源(电力/水利),能源(电力水利),,https://www.liepin.com/a/17839907.shtml
2019年12月11日,招聘高级数据分析师,25,45,13,,,,,本科及以上,2年以上,恒昌利通投资管理,信托担保拍卖,年底双薪|技能培训|五险一金|公司规模大,https://www.liepin.com/job/1925254125.shtml
2019年12月11日,招聘数据分析师（电商运营） (MJ001508),14,25,13,北京,,,,本科及以上,3年以上,证券,证券,年底双薪|绩效奖金|带薪年假|交通补助|通讯津贴|定期体检|弹性工作|五险一金|领导好|发展空间大,https://www.liepin.com/job/1925254031.shtml
2019年12月11日,招聘数据分析师,8,12,12,上海,,,,本科及以上,2年以上,上海七匹狼针纺有限公司,服装纺织,带薪年假|定期体检|节日礼物|扁平管理|五险一金|团队聚餐,https://www.liepin.com/job/1924794979.shtml
2019年12月11日,招聘数据分析师,8,10,12,广州,,,白云区,学历不限,经验不限,广东立明堂文化发展有限公司,教育培训,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1923407617.shtml
2019年12月11日,招聘运输规划岗-数据分析方向,面议,,,,,,,大专及以上,3年以上,交通/物流/运输,交通物流运输,午餐补助|定期体检|弹性工作|免费班车|500强,https://www.liepin.com/job/1925252811.shtml
2019年12月11日,招聘数据分析,15,20,15,北京,,,,统招本科,3年以上,国内知名公司,互联网移动互联网电子商务，计算机软件，服务系统集成,,https://www.liepin.com/a/18135365.shtml
2019年12月11日,招聘数据分析,5,8,12,武汉,,,,本科及以上,经验不限,乾港(北京)电力科技有限公司,专业服务,,https://www.liepin.com/job/1924617583.shtml
2019年12月11日,招聘数据分析师,10,15,14,上海,,,徐汇区,学历不限,3年以上,纯外资手表集团公司,百货批发零售，奢侈品收藏品，服装服饰纺织皮革,,https://www.liepin.com/a/18058287.shtml
2019年12月11日,招聘风控策略/数据分析,40,60,15,深圳,北京,,,统招本科,10年以上,中国领先的互联网金融公司,互联网金融，银行，信托担保拍卖典当,,https://www.liepin.com/a/18134877.shtml
2019年12月11日,招聘逆向流程优化岗-数据分析方向,面议,,,,,,,本科及以上,3年以上,交通/物流/运输,交通物流运输,午餐补助|定期体检|弹性工作|免费班车|500强,https://www.liepin.com/job/1925252695.shtml
2019年12月11日,招聘数据分析师,15,30,13,成都,,,高新区,统招本科,3年以上,国内某知名互联网教育公司,教育，互联网移动互联网电子商务,,https://www.liepin.com/a/18134733.shtml
2019年12月11日,招聘创新事业群书旗事业部-数据分析专家-北京,面议,,,杭州,,,,学历不限,3年以上,阿里巴巴,互联网电商,,https://www.liepin.com/job/1924080513.shtml
2019年12月11日,招聘数据分析经理,面议,,,,,,,统招本科,5年以上,国美金控,基金证券投资,年底双薪|绩效奖金|带薪年假|五险一金,https://www.liepin.com/job/1924939459.shtml
2019年12月11日,招聘运营数据分析经理,25,45,12,杭州,,,,统招本科,3年以上,房地产开发/建筑/建材/工程,房地产开发建筑建材工程,,https://www.liepin.com/a/17675707.shtml
2019年12月11日,招聘数据分析师(Tableau),8,13,13,深圳,,,,统招本科,2年以上,五百强公司,互联网移动互联网电子商务，计算机软件，服务系统集成,,https://www.liepin.com/a/17668871.shtml
2019年12月11日,招聘数据分析师,20,40,15,上海,北京,深圳,,统招本科,3年以上,***企业管理有限公司,互联网移动互联网电子商务，银行，保险,,https://www.liepin.com/a/18052105.shtml
2019年12月11日,招聘数据分析JD,6,8,12,苏州,,,昆山,本科及以上,3年以上,苏州达家迎信息技术有限公司,轮,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1921029263.shtml
2019年12月11日,招聘数据分析师,8,10,12,广州,,,,本科及以上,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17669127.shtml
2019年12月11日,招聘数据分析师（专家）,25,45,15,广州,,,,统招本科,3年以上,某大厂互娱平台,文娱内容平台，游戏平台,,https://www.liepin.com/a/17888193.shtml
2019年12月11日,招聘数据分析主管(J10571),面议,,,北京,,,,本科及以上,3年以上,国美金控,基金证券投资,带薪年假|扁平管理|五险一金,https://www.liepin.com/job/1924251975.shtml
2019年12月11日,招聘数据分析师(J10571),面议,,,北京,,,,本科及以上,3年以上,国美金控,基金证券投资,带薪年假|扁平管理|五险一金,https://www.liepin.com/job/1923467283.shtml
2019年12月11日,招聘大数据分析工程师 (MJ000276),20,40,12,,,,,本科及以上,3年以上,玖富数科科技集团有限责任公司,基金证券投资,绩效奖金|带薪年假|定期体检|岗位晋升,https://www.liepin.com/job/1925222403.shtml
2019年12月11日,招聘高级数据分析经理,45,50,12,上海,,,,统招本科,5年以上,食品/饮料/烟酒/日化,食品饮料烟酒日化,,https://www.liepin.com/a/17035431.shtml
2019年12月11日,招聘大文娱优酷-资深数据分析师-直播,面议,,,杭州,,,,学历不限,5年以上,阿里巴巴,互联网电商,,https://www.liepin.com/job/1919048895.shtml
2019年12月11日,招聘客户满意度分析师/数据分析师,15,16,12,上海,,,陆家嘴,本科及以上,3年以上,飞瑞咨询,专业服务,带薪年假|绩效奖金|领导好|扁平管理|发展空间大|五险一金,https://www.liepin.com/job/1914557441.shtml
2019年12月11日,招聘数据分析师,面议,,,北京,,,红庙,统招本科,2年以上,投资理财,投资理财,扁平管理|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1918892909.shtml
2019年12月11日,招聘数据分析（各个方向都有需求）,23,43,12,,,,,本科及以上,3年以上,银行,银行,,https://www.liepin.com/a/18132467.shtml
2019年12月11日,招聘数据分析师,8,9,13,上海,,,,大专及以上,2年以上,上海杰帝梵服饰有限公司,服装纺织,五险一金|带薪年假,https://www.liepin.com/job/1916637981.shtml
2019年12月11日,招聘数据分析-OPL,10,18,12,,,,,统招本科,2年以上,游戏产业,游戏产业,带薪年假|定期体检|年度旅游|节日礼物|免费班车|上市公司|五险一金,https://www.liepin.com/job/1923353745.shtml
2019年12月11日,招聘数据分析师-DPLDATA,10,20,12,上海,,,静安区,本科及以上,2年以上,游戏产业,游戏产业,带薪年假|定期体检|节日礼物|上市公司|五险一金,https://www.liepin.com/job/1923122907.shtml
2019年12月11日,招聘游戏运营（数据分析向）-DPL02-北京-00641,8,13,12,,,,,统招本科,2年以上,游戏产业,游戏产业,绩效奖金|带薪年假|定期体检|年度旅游|免费班车|上市公司|五险一金|技能培训|弹性工作|发展空间大,https://www.liepin.com/job/1919113959.shtml
2019年12月11日,招聘数据分析师/数据研究员,8,15,12,广州,,,,本科及以上,3年以上,电子商务,电子商务,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1915813528.shtml
2019年12月11日,招聘BI工程师/数据分析师,8,12,12,天津,,,西青区,本科及以上,1年以上,金融科技,金融科技,,https://www.liepin.com/a/18131299.shtml
2019年12月11日,招聘Data Analyst 数据分析师,7,10,12,北京,,,,本科及以上,经验不限,北京高力国际物业服务有限公司,房地产服务,上市公司|技能培训|弹性工作|领导好|发展空间大|带薪年假|定期体检|岗位晋升|五险一金|节日礼物|子女福利|管理规范|公司规模大|年度旅游,https://www.liepin.com/job/1915326688.shtml
2019年12月11日,招聘数据分析师,12,16,12,深圳,,,南山区,大专及以上,3年以上,某A股上市公司,互联网移动互联网电子商务，办公用品及设备，食品饮料烟酒日化,,https://www.liepin.com/a/18029601.shtml
2019年12月11日,招聘数据分析专家,40,60,16,北京,,,,统招本科,5年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18131061.shtml
2019年12月11日,招聘数据分析师,4,6,12,武汉,,,江夏区,大专及以上,1年以上,去哪儿,其他,五险一金|带薪年假|绩效奖金|上市公司|团队聚餐|公司规模大,https://www.liepin.com/job/1919681483.shtml
2019年12月11日,招聘数据分析方向)研究员,15,20,15,,,,,学历不限,经验不限,人工智能,人工智能,,https://www.liepin.com/a/18130313.shtml
2019年12月11日,招聘业务数据分析师,5,10,12,上海,,,普陀区,本科及以上,2年以上,美菜,轮,弹性工作|五险一金|发展空间大|扁平管理,https://www.liepin.com/job/1925245909.shtml
2019年12月11日,招聘数据分析师,20,35,13,上海,,,,本科及以上,4年以上,两鲜网超,轮,年底双薪|绩效奖金|五险一金|团队聚餐|领导好|发展空间大,https://www.liepin.com/job/1925151049.shtml
2019年12月11日,招聘资深数据分析师,15,25,12,杭州,,,西湖区,统招本科,3年以上,多准数据,轮,绩效奖金|带薪年假|弹性工作|岗位晋升|六险一金,https://www.liepin.com/job/1924209297.shtml
2019年12月11日,招聘数据分析组长,40,60,15,深圳,,,,统招本科,7年以上,某大型上市互联网公司,互联网移动互联网电子商务，广告公关市场推广会展，影视媒体艺术文化出版,,https://www.liepin.com/a/18129895.shtml
2019年12月11日,招聘数据分析专家(J14702),30,50,12,北京,,,,本科及以上,5年以上,美菜,轮,绩效奖金|午餐补助|五险一金|发展空间大,https://www.liepin.com/job/1925244841.shtml
2019年12月11日,招聘数据分析师,8,15,12,广州,,,天河区,大专及以上,1年以上,广州钛动科技有限公司,轮,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1920616527.shtml
2019年12月11日,招聘数据分析师,15,30,12,,,,,本科及以上,1年以上,朴新网校,教育培训,五险一金|弹性工作|绩效奖金,https://www.liepin.com/job/1920742757.shtml
2019年12月11日,招聘数据分析师,16,24,12,北京,,,,本科及以上,经验不限,朴新网校,教育培训,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1920598013.shtml
2019年12月11日,招聘数据分析师,15,20,13,上海,,,,统招本科,1年以上,一多奇思(上海)信息科技有限公司,其他行业,年底双薪|通讯津贴|定期体检|技能培训|发展空间大,https://www.liepin.com/job/1918347561.shtml
2019年12月11日,招聘数据分析,40,70,15,,,,,统招本科,4年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/16840567.shtml
2019年12月11日,招聘数据分析师,9,18,14,福州,,,鼓楼区,本科及以上,3年以上,计算机软件,计算机软件,股票期权|带薪年假|通讯津贴|午餐补助|定期体检|管理规范|技能培训|五险一金|团队聚餐|优秀员工奖,https://www.liepin.com/job/1918599189.shtml
2019年12月11日,招聘信号数据分析工程师,面议,,,,,,,硕士及以上,经验不限,生物工程,生物工程,年底双薪|带薪年假|弹性工作|扁平管理|五险一金,https://www.liepin.com/job/1924548323.shtml
